,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
623,COL,CHORRITO PA LAS ANIMAS,Feid,SIXDO,85,2022-12-02,AR,0.743,0.114,168133,0.831,6.43e-05,8,0.35,-4.042,0,0.0584,95.975,4,0.609
624,COL,Es un Secreto,Plan B,House Of Pleasure,72,2010-07-20,AR,0.841,0.106,190560,0.783,2.49e-06,6,0.0528,-4.915,0,0.0432,94.989,4,0.514
625,COL,El Cielo,Sky Rompiendo,El Cielo,88,2023-06-02,AR,0.715,0.0687,191321,0.642,0.0,10,0.0997,-7.492,0,0.0515,105.964,4,0.169
626,COL,Yandel 150,Yandel,Resistencia,84,2023-01-13,AR,0.783,0.0492,216148,0.729,0.000272,6,0.1,-3.549,0,0.0691,167.968,4,0.58
627,COL,Ferxxo 100,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,2022-09-14,AR,0.705,0.257,167760,0.562,0.0,8,0.137,-3.378,0,0.0674,163.893,4,0.569
628,COL,EL AMOR DE SU VIDA,Grupo Frontera,El Comienzo,90,2023-08-25,AR,0.616,0.06,165848,0.834,0.0,9,0.338,-3.069,1,0.0664,151.701,4,0.746
629,COL,FERXXO 30,Feid,"MOR, No Le Temas a La Oscuridad",83,2023-09-29,AR,0.765,0.0477,173760,0.637,1.34e-06,2,0.0578,-5.291,0,0.0807,89.968,4,0.508
630,COL,Columbia,Quevedo,Columbia,95,2023-07-07,AR,0.668,0.369,186000,0.712,2.13e-05,5,0.108,-5.927,1,0.0381,100.02,4,0.264
631,COL,Solos,Tony Dize,"La Melodia de la Calle ""Updated""",62,2009-11-17,US,0.73,0.518,188827,0.706,0.0,9,0.361,-5.274,0,0.0802,83.962,4,0.935
632,COL,OKI DOKI,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),78,2023-08-10,AR,0.843,0.202,143790,0.728,0.000219,2,0.313,-4.207,0,0.0552,106.015,4,0.581
633,COL,Narcotics (with Bryant Myers),Dei V,Narcotics (with Bryant Myers),83,2023-09-14,AR,0.711,0.379,173991,0.718,0.0,1,0.119,-5.671,1,0.0994,159.953,4,0.689
634,COL,Corazón Roto - Remix,Brray,Corazón Roto (Remix),84,2023-04-07,AR,0.843,0.226,275040,0.794,1.22e-06,1,0.25,-4.686,0,0.0426,92.998,4,0.796
635,COL,un x100to,Grupo Frontera,El Comienzo,86,2023-08-25,AR,0.571,0.213,194563,0.72,0.0,9,0.271,-4.089,1,0.0458,83.827,4,0.542
636,COL,TQG,KAROL G,MAÑANA SERÁ BONITO,90,2023-02-24,AR,0.72,0.673,199440,0.63,0.0,4,0.0936,-3.547,0,0.277,179.974,4,0.607
637,COL,La Bachata,Manuel Turizo,2000,85,2023-03-17,AR,0.835,0.583,162638,0.679,1.98e-06,7,0.218,-5.329,0,0.0364,124.98,4,0.85
638,COL,SEDA,Bad Bunny,nadie sabe lo que va a pasar mañana,90,2023-10-13,AR,0.706,0.268,190476,0.566,1.02e-06,6,0.111,-6.441,0,0.126,125.876,4,0.23
639,COL,Fruto,Bizarrap,en dormir sin Madrid,91,2023-10-04,AR,0.801,0.494,133969,0.517,1.45e-06,2,0.355,-8.205,0,0.269,160.254,4,0.923
640,COL,HARLEY QUINN,Fuerza Regida,Pa las Baby's Y Belikeada,90,2023-10-20,AR,0.815,0.0277,143327,0.741,0.0183,1,0.219,-6.04,1,0.0569,125.031,4,0.591
641,COL,Pa' Que Retozen,Tego Calderón,El Abayarde,83,2003-07-01,AR,0.815,0.4,151667,0.856,8.34e-05,1,0.244,-3.825,0,0.122,91.995,4,0.872
642,COL,Holanda,Jhayco,Holanda,92,2023-07-28,AR,0.831,0.277,231693,0.759,0.0,1,0.125,-3.627,0,0.0502,107.961,4,0.244
643,COL,Todos Mienten,Soley,Todos Mienten,71,2023-09-14,AR,0.816,0.161,384000,0.791,0.0,8,0.0967,-4.053,0,0.248,97.501,4,0.843
644,COL,LADY GAGA,Peso Pluma,GÉNESIS,95,2023-06-29,AR,0.646,0.216,212878,0.736,0.0,5,0.415,-7.118,0,0.0449,140.098,3,0.873
645,COL,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Ubuntu,84,2018-05-11,AR,0.681,0.0482,220117,0.788,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,0.839
646,COL,La Bebe - Remix,Yng Lvcas,La Bebe (Remix),91,2023-03-17,AR,0.812,0.213,234353,0.479,1.21e-06,2,0.0756,-5.678,0,0.333,169.922,4,0.559
647,COL,MIENTRAS ME CURO DEL CORA,KAROL G,MAÑANA SERÁ BONITO,86,2023-02-24,AR,0.523,0.855,164387,0.477,0.0,0,0.146,-6.786,1,0.392,79.921,4,0.57
648,COL,HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,92,2023-10-13,AR,0.801,0.604,208000,0.645,0.0,6,0.118,-5.605,0,0.0706,119.935,4,0.528
649,COL,Ella Baila Sola,Eslabon Armado,DESVELADO,86,2023-04-28,AR,0.668,0.483,165671,0.758,1.89e-05,5,0.0837,-5.176,0,0.0332,147.989,3,0.834
650,KOR,Like Crazy,Jimin,FACE,94,2023-03-24,AR,0.629,0.0025,212241,0.733,0.0,7,0.357,-5.445,1,0.0419,120.001,4,0.362
651,KOR,Like Crazy (English Version),Jimin,FACE,86,2023-03-24,AR,0.623,0.00306,212254,0.755,0.0,7,0.387,-5.386,1,0.0415,119.957,4,0.32
652,KOR,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
653,KOR,Standing Next to You,Jung Kook,GOLDEN,91,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
654,KOR,Set Me Free Pt.2,Jimin,Set Me Free Pt.2,82,2023-03-17,AR,0.585,0.115,200930,0.815,0.0,0,0.124,-4.165,0,0.0565,132.09,4,0.564
655,KOR,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
656,KOR,Yes or No,Jung Kook,GOLDEN,84,2023-11-03,AR,0.671,0.179,147557,0.839,0.0,1,0.0748,-2.645,1,0.0866,83.845,4,0.882
657,KOR,Hate You,Jung Kook,GOLDEN,84,2023-11-03,AR,0.419,0.862,154237,0.274,0.0,2,0.092,-9.321,1,0.0314,79.595,4,0.25
658,KOR,Please Don't Change (feat. DJ Snake),Jung Kook,GOLDEN,84,2023-11-03,AR,0.797,0.164,146685,0.743,1.2e-06,11,0.164,-6.005,1,0.174,114.878,4,0.768
659,KOR,Too Sad to Dance,Jung Kook,GOLDEN,83,2023-11-03,AR,0.558,0.611,175912,0.467,0.0,10,0.105,-6.292,1,0.0809,100.518,4,0.563
660,KOR,London Boy,Lim Young Woong,Polaroid,69,2022-11-15,AR,0.52,0.395,244427,0.875,0.0,2,0.515,-1.589,1,0.0346,133.096,4,0.657
661,KOR,Do or Die,Lim Young Woong,Do or Die,71,2023-10-09,AR,0.6,0.0287,205479,0.819,0.0,1,0.308,-5.019,1,0.0451,124.908,4,0.645
662,KOR,Closer to You (feat. Major Lazer),Jung Kook,GOLDEN,83,2023-11-03,AR,0.781,0.114,170995,0.655,0.00249,2,0.103,-7.073,0,0.0457,113.031,4,0.493
663,KOR,Somebody,Jung Kook,GOLDEN,83,2023-11-03,AR,0.65,0.286,168600,0.679,0.0,1,0.136,-5.557,0,0.0477,106.059,4,0.256
664,KOR,Grain of Sand,Lim Young Woong,Grain of Sand,70,2023-06-05,AR,0.515,0.776,219883,0.346,2.65e-05,4,0.119,-8.908,1,0.0342,130.043,4,0.107
665,KOR,Shot Glass of Tears,Jung Kook,GOLDEN,83,2023-11-03,AR,0.507,0.508,167247,0.394,0.0,6,0.0825,-7.188,0,0.035,77.955,4,0.164
666,KOR,Perfect Night,LE SSERAFIM,Perfect Night,86,2023-10-27,AR,0.697,0.1,159080,0.82,0.0,5,0.0631,-4.502,1,0.0308,136.054,4,0.502
667,KOR,Alone,Jimin,FACE,82,2023-03-24,AR,0.593,0.283,211251,0.446,0.0,0,0.119,-7.776,0,0.0266,102.057,4,0.168
668,KOR,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Kodak Black,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",78,2023-05-17,AR,0.715,0.129,175802,0.681,0.0,10,0.152,-4.25,0,0.113,84.924,4,0.277
669,KOR,Polaroid,Lim Young Woong,Polaroid,66,2022-11-15,AR,0.703,0.532,206400,0.768,0.0,0,0.117,-3.357,1,0.0289,102.966,4,0.534
670,KOR,Face-off,Jimin,FACE,82,2023-03-24,AR,0.689,0.178,229627,0.539,1.45e-05,2,0.106,-7.671,0,0.048,119.949,4,0.239
671,KOR,Love Me Again,V,Layover,90,2023-08-11,AR,0.633,0.183,182293,0.607,1.38e-06,0,0.167,-6.182,0,0.0532,74.029,4,0.363
672,KOR,Interlude : Dive,Jimin,FACE,79,2023-03-24,AR,0.284,0.789,130996,0.495,0.835,0,0.0946,-11.74,1,0.0421,86.314,4,0.26
673,KOR,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Jimin,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",71,2023-05-09,AR,0.782,0.369,62790,0.533,0.0,10,0.111,-7.677,0,0.263,84.985,4,0.215
674,KOR,If We Ever Meet Again,Lim Young Woong,IM HERO,63,2022-05-02,AR,0.401,0.748,274387,0.394,0.0,1,0.0993,-6.655,1,0.0324,129.74,4,0.327
675,KOR,Slow Dancing,V,Layover,96,2023-09-08,AR,0.579,0.257,187027,0.63,0.00462,8,0.0986,-7.758,1,0.058,155.96,4,0.552
676,KOR,Baddie,IVE,I'VE MINE,83,2023-10-13,AR,0.736,0.0459,154360,0.678,5.46e-06,5,0.104,-4.503,1,0.0464,160.045,4,0.757
677,KOR,Rainbow,Lim Young Woong,IM HERO,61,2022-05-02,AR,0.641,0.0394,196400,0.889,0.0,8,0.181,-3.534,1,0.0541,96.033,4,0.616
678,KOR,Rainy Days,V,Layover,86,2023-08-11,AR,0.633,0.739,179560,0.454,0.0,9,0.148,-8.016,0,0.0875,74.828,4,0.282
679,KOR,"Our Blues, Our Life",Lim Young Woong,IM HERO,61,2022-05-02,AR,0.381,0.629,207387,0.405,0.0,1,0.418,-7.325,1,0.0325,130.94,4,0.273
680,KOR,Super Shy,NewJeans,NewJeans 'Super Shy',92,2023-07-07,AR,0.776,0.18,154667,0.817,3.44e-05,5,0.146,-6.018,0,0.0748,149.921,4,0.515
681,KOR,A bientot,Lim Young Woong,IM HERO,60,2022-05-02,AR,0.606,0.268,256373,0.729,0.0,0,0.271,-4.555,1,0.0804,73.967,4,0.527
682,KOR,Get A Guitar,RIIZE,Get A Guitar,79,2023-09-04,AR,0.9,0.126,160372,0.621,9.44e-06,8,0.101,-5.098,1,0.0717,109.995,4,0.895
683,KOR,You & Me,JENNIE,JENNIE Special Single [You & Me],83,2023-10-06,AR,0.787,0.0147,179164,0.573,1.72e-05,9,0.0926,-6.197,1,0.0606,111.996,4,0.575
684,KOR,Take Two,BTS,Take Two,85,2023-06-09,AR,0.617,0.0268,229953,0.589,0.0,7,0.378,-5.978,1,0.0345,92.991,4,0.566
685,KOR,TOO MUCH,The Kid LAROI,TOO MUCH,92,2023-10-19,AR,0.758,0.252,203939,0.703,0.0,10,0.146,-5.979,0,0.172,94.985,4,0.465
686,KOR,ETA,NewJeans,NewJeans 2nd EP 'Get Up',86,2023-07-21,AR,0.812,0.108,151373,0.749,0.0,10,0.0599,-6.389,0,0.0397,134.971,4,0.841
687,KOR,GODS,League of Legends,GODS,87,2023-10-04,AR,0.588,0.00685,220878,0.765,3.23e-05,3,0.2,-5.914,0,0.0518,145.988,4,0.492
688,KOR,I Love You,Lim Young Woong,IM HERO,59,2022-05-02,AR,0.635,0.706,239027,0.442,0.0,7,0.0929,-5.919,1,0.0362,110.862,3,0.609
689,KOR,Love Always Run Away,Lim Young Woong,Young Lady And Gentleman (Original Television Soundtrack) Pt.2,60,2021-10-11,AR,0.404,0.651,242760,0.443,0.0,8,0.12,-6.799,1,0.0333,131.298,4,0.36
690,KOR,A Psalm of Life,Lim Young Woong,IM HERO,59,2022-05-02,AR,0.279,0.75,233360,0.515,0.000114,7,0.188,-4.511,1,0.0305,139.694,4,0.173
691,KOR,Lovely Touch,Lim Young Woong,IM HERO,58,2022-05-02,AR,0.372,0.536,195173,0.551,0.0,6,0.226,-3.508,1,0.0324,105.104,3,0.444
692,KOR,Ditto,NewJeans,Ditto,85,2022-12-19,AR,0.814,0.027,185507,0.641,0.0,6,0.0993,-5.957,0,0.111,133.854,4,0.183
693,KOR,Father,Lim Young Woong,IM HERO,58,2022-05-02,AR,0.314,0.765,238107,0.363,0.0,7,0.189,-7.236,1,0.0289,139.695,4,0.243
694,KOR,VIBE (feat. Jimin of BTS),TAEYANG,Down to Earth,71,2023-04-25,AR,0.787,0.0936,175776,0.671,0.0,0,0.249,-5.6,1,0.0572,100.078,4,0.591
695,KOR,Love Lee,AKMU,Love Lee,81,2023-08-21,AR,0.914,0.453,179683,0.532,4.57e-06,5,0.169,-6.6,0,0.0734,100.029,4,0.706
696,KOR,Talk Saxy,RIIZE,Talk Saxy,68,2023-10-27,AR,0.713,0.11,190941,0.585,0.0,5,0.104,-5.592,0,0.0385,89.007,4,0.572
697,KOR,HERO,Lim Young Woong,HERO,58,2020-11-04,AR,0.482,0.08,216587,0.83,0.0,11,0.256,-3.605,1,0.0544,127.974,3,0.4
698,KOR,For Us,V,Layover,85,2023-09-08,AR,0.556,0.798,171160,0.339,0.0118,1,0.172,-11.128,0,0.033,84.968,4,0.215
699,KOR,Christmas Love,Jimin,Christmas Love,69,2020-12-24,AR,0.608,0.0948,197931,0.753,0.0,7,0.0957,-5.333,1,0.0289,99.978,4,0.622
700,CRI,PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,97,2023-10-13,AR,0.911,0.0887,162768,0.778,2.16e-05,5,0.179,-2.248,1,0.262,96.057,4,0.345
701,CRI,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,98,2023-10-13,AR,0.787,0.15,267194,0.621,0.000402,4,0.58,-5.009,0,0.068,139.056,4,0.13
702,CRI,Según Quién,Maluma,Don Juan,89,2023-08-25,AR,0.909,0.434,142335,0.762,0.0,9,0.0856,-3.974,1,0.0643,101.987,3,0.843
703,CRI,FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,93,2023-10-13,AR,0.847,0.0869,216328,0.724,1.11e-06,1,0.118,-5.41,1,0.298,94.601,4,0.396
704,CRI,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),94,2023-08-10,AR,0.841,0.52,172798,0.738,0.0,7,0.0892,-7.455,0,0.307,169.918,4,0.484
705,CRI,Primera Cita,Carin Leon,Colmillo De Leche,87,2023-05-19,AR,0.535,0.597,186456,0.395,6.78e-05,10,0.0969,-7.805,1,0.0634,157.795,3,0.488
706,CRI,EL AMOR DE SU VIDA,Grupo Frontera,El Comienzo,90,2023-08-25,AR,0.616,0.06,165848,0.834,0.0,9,0.338,-3.069,1,0.0664,151.701,4,0.746
707,CRI,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,95,2023-07-28,AR,0.822,0.179,199947,0.711,1.46e-05,6,0.083,-4.943,1,0.0668,102.984,4,0.934
708,CRI,LALA,Myke Towers,LA VIDA ES UNA,97,2023-03-23,AR,0.708,0.0739,197920,0.737,0.00162,1,0.0955,-4.045,1,0.0436,91.986,4,0.607
709,CRI,MI EX TENÍA RAZÓN,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),89,2023-08-10,AR,0.634,0.0776,154375,0.725,0.0,5,0.211,-4.945,0,0.0587,159.845,4,0.795
710,CRI,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
711,CRI,Classy 101,Feid,Classy 101,93,2023-03-31,AR,0.859,0.145,195987,0.658,0.0,11,0.12,-4.79,1,0.159,100.065,4,0.672
712,CRI,AMARGURA,KAROL G,MAÑANA SERÁ BONITO,90,2023-02-24,AR,0.92,0.183,170480,0.696,0.0,6,0.149,-3.356,0,0.0742,106.966,4,0.545
713,CRI,Like Crazy,Jimin,FACE,94,2023-03-24,AR,0.629,0.0025,212241,0.733,0.0,7,0.357,-5.445,1,0.0419,120.001,4,0.362
714,CRI,Columbia,Quevedo,Columbia,95,2023-07-07,AR,0.668,0.369,186000,0.712,2.13e-05,5,0.108,-5.927,1,0.0381,100.02,4,0.264
715,CRI,un x100to,Grupo Frontera,El Comienzo,86,2023-08-25,AR,0.571,0.213,194563,0.72,0.0,9,0.271,-4.089,1,0.0458,83.827,4,0.542
716,CRI,SEDA,Bad Bunny,nadie sabe lo que va a pasar mañana,90,2023-10-13,AR,0.706,0.268,190476,0.566,1.02e-06,6,0.111,-6.441,0,0.126,125.876,4,0.23
717,CRI,MERCEDES CAROTA,Bad Bunny,nadie sabe lo que va a pasar mañana,87,2023-10-13,AR,0.822,0.385,202635,0.487,6.55e-05,1,0.115,-5.815,1,0.223,134.046,4,0.193
718,CRI,Narcotics (with Bryant Myers),Dei V,Narcotics (with Bryant Myers),83,2023-09-14,AR,0.711,0.379,173991,0.718,0.0,1,0.119,-5.671,1,0.0994,159.953,4,0.689
719,CRI,Fruto,Bizarrap,en dormir sin Madrid,91,2023-10-04,AR,0.801,0.494,133969,0.517,1.45e-06,2,0.355,-8.205,0,0.269,160.254,4,0.923
720,CRI,TELEFONO NUEVO,Bad Bunny,nadie sabe lo que va a pasar mañana,88,2023-10-13,AR,0.619,0.407,354784,0.619,0.0,2,0.0932,-6.238,1,0.491,125.752,4,0.393
721,CRI,UN PREVIEW,Bad Bunny,nadie sabe lo que va a pasar mañana,87,2023-10-13,AR,0.795,0.0368,165582,0.815,3.82e-05,1,0.227,-3.322,1,0.0821,94.991,4,0.334
722,CRI,HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,92,2023-10-13,AR,0.801,0.604,208000,0.645,0.0,6,0.118,-5.605,0,0.0706,119.935,4,0.528
723,CRI,THUNDER Y LIGHTNING,Bad Bunny,nadie sabe lo que va a pasar mañana,87,2023-10-13,AR,0.552,0.496,217133,0.744,0.0,4,0.112,-2.656,0,0.124,156.027,4,0.627
724,CRI,Feliz Cumpleaños Ferxxo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,87,2022-09-14,AR,0.865,0.0863,155960,0.573,0.0,5,0.305,-5.501,1,0.0678,94.999,4,0.563
725,CRI,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap,"Milo J: Bzrp Music Sessions, Vol. 57",88,2023-10-03,AR,0.795,0.527,192288,0.553,2.84e-06,4,0.112,-8.496,0,0.244,124.109,4,0.739
726,CRI,QUE VUELVAS,Grupo Frontera,El Comienzo,82,2023-08-25,AR,0.497,0.188,169419,0.644,0.0,10,0.114,-4.309,1,0.0443,162.542,4,0.779
727,CRI,Es un Secreto,Plan B,House Of Pleasure,72,2010-07-20,AR,0.841,0.106,190560,0.783,2.49e-06,6,0.0528,-4.915,0,0.0432,94.989,4,0.514
728,CRI,La Bachata,Manuel Turizo,2000,85,2023-03-17,AR,0.835,0.583,162638,0.679,1.98e-06,7,0.218,-5.329,0,0.0364,124.98,4,0.85
729,CRI,Frágil,Yahritza Y Su Esencia,Obsessed Pt. 2,79,2023-09-08,AR,0.605,0.365,160518,0.726,0.0,6,0.112,-4.515,1,0.0309,149.918,4,0.393
730,CRI,WHERE SHE GOES,Bad Bunny,nadie sabe lo que va a pasar mañana,85,2023-10-13,AR,0.651,0.143,231704,0.799,0.634,9,0.112,-4.02,0,0.0611,143.992,4,0.223
731,CRI,TQG,KAROL G,MAÑANA SERÁ BONITO,90,2023-02-24,AR,0.72,0.673,199440,0.63,0.0,4,0.0936,-3.547,0,0.277,179.974,4,0.607
732,CRI,Rara Vez,Taiu,Rara Vez,89,2023-02-08,AR,0.838,0.176,128677,0.708,0.0,5,0.343,-4.668,0,0.166,119.984,4,0.96
733,CRI,Normal,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,84,2022-09-14,AR,0.709,0.034,171880,0.56,0.0,4,0.315,-4.867,0,0.171,170.082,4,0.541
734,CRI,Chulo pt.2,Bad Gyal,Chulo pt.2,90,2023-06-22,AR,0.852,0.0602,219333,0.881,6.44e-06,5,0.0682,-2.546,0,0.126,96.984,4,0.556
735,CRI,LA INOCENTE,Mora,MICRODOSIS,87,2022-04-01,AR,0.757,0.307,202174,0.789,0.0,5,0.0717,-3.46,0,0.0583,91.911,4,0.464
736,CRI,Hey Mor,Ozuna,OzuTochi,87,2022-10-07,AR,0.901,0.00302,196600,0.589,0.000237,1,0.0992,-6.713,0,0.289,98.002,4,0.399
737,CRI,Holanda,Jhayco,Holanda,92,2023-07-28,AR,0.831,0.277,231693,0.759,0.0,1,0.125,-3.627,0,0.0502,107.961,4,0.244
738,CRI,Gently (feat. Bad Bunny),Drake,For All The Dogs,87,2023-10-06,AR,0.868,0.0479,133694,0.407,0.000111,10,0.139,-7.735,1,0.295,107.524,4,0.255
739,CRI,BABY NUEVA,Bad Bunny,nadie sabe lo que va a pasar mañana,90,2023-10-13,AR,0.866,0.504,240774,0.63,0.000505,10,0.328,-4.816,0,0.0616,117.924,4,0.359
740,CRI,Te Lo Agradezco,Kany García,Te Lo Agradezco,83,2023-07-27,AR,0.549,0.301,183667,0.584,0.0,7,0.109,-3.976,1,0.147,179.839,3,0.594
741,CRI,Que Onda,Calle 24,Que Onda,94,2023-08-30,AR,0.808,0.183,191467,0.944,1.11e-06,10,0.138,-4.863,0,0.0408,124.934,3,0.937
742,CRI,MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,88,2023-10-13,AR,0.805,0.188,189259,0.612,1.96e-05,8,0.134,-5.682,0,0.172,126.013,4,0.425
743,CRI,LOS PITS,Bad Bunny,nadie sabe lo que va a pasar mañana,87,2023-10-13,AR,0.751,0.442,250851,0.669,2.11e-06,7,0.15,-5.367,1,0.445,93.705,4,0.69
744,CRI,TULUM,Peso Pluma,GÉNESIS,90,2023-06-29,AR,0.557,0.394,209415,0.866,0.0,6,0.11,-4.454,1,0.0503,167.767,4,0.631
745,CRI,Quien Es Dei V?,Dei V,Quien Es Dei V?,82,2023-03-17,AR,0.557,0.481,162245,0.744,0.0,1,0.666,-4.18,1,0.344,100.247,4,0.7
746,CRI,OKI DOKI,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),78,2023-08-10,AR,0.843,0.202,143790,0.728,0.000219,2,0.313,-4.207,0,0.0552,106.015,4,0.581
747,CRI,,,,0,0000,None,0.716,0.0124,220667,0.824,0.0,0,0.0906,-4.588,1,0.0497,89.991,4,0.541
748,CRI,X SI VOLVEMOS,KAROL G,MAÑANA SERÁ BONITO,84,2023-02-24,AR,0.794,0.334,200120,0.807,0.0,1,0.104,-3.447,0,0.326,178.003,4,0.575
749,CRI,CYBERTRUCK,Bad Bunny,nadie sabe lo que va a pasar mañana,88,2023-10-13,AR,0.704,0.371,191960,0.905,2.09e-06,6,0.107,-4.948,0,0.338,151.823,4,0.0991
750,DNK,555 (feat. KESI),Gilli,Kiko Club,61,2023-11-02,AR,0.529,0.0258,157631,0.846,0.0,1,0.303,-4.302,0,0.317,189.61,3,0.682
751,DNK,Skarpt Lys,Gilli,Kiko Club,53,2023-11-02,AR,0.758,0.047,183332,0.77,1.36e-06,6,0.113,-4.817,0,0.0971,150.03,4,0.743
752,DNK,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
753,DNK,I KNOW,D1MA,I KNOW,69,2023-06-22,AR,0.844,0.039,189474,0.674,0.0,4,0.1,-6.09,0,0.091,113.973,4,0.319
754,DNK,FORSVINDER (feat. Gobs),Branco,FORSVINDER (feat. Gobs),66,2023-10-13,AR,0.732,0.402,160471,0.807,0.0,4,0.239,-5.221,0,0.338,139.932,4,0.537
755,DNK,Du & Jeg,Gilli,Kiko Club,53,2023-11-02,AR,0.797,0.116,173024,0.75,0.0,9,0.103,-5.979,1,0.237,128.913,4,0.507
756,DNK,Tak For Sidst,Gobs,Tak For Sidst,68,2023-06-09,AR,0.815,0.0897,154155,0.613,0.0,7,0.0949,-4.785,1,0.236,134.926,4,0.649
757,DNK,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
758,DNK,Danser Med Dæmoner,Baloosh,Danser Med Dæmoner,53,2023-11-03,AR,0.755,0.402,161433,0.746,0.0,7,0.158,-5.636,0,0.267,139.99,4,0.433
759,DNK,Uden Dig,Ukendt Kunstner,Dansktop,67,2023-05-12,AR,0.732,0.31,191342,0.737,0.000223,1,0.0906,-7.234,0,0.115,163.084,4,0.88
760,DNK,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
761,DNK,Je Ka Jo,ICEKIID,Je Ka Jo,65,2023-09-29,AR,0.868,0.168,178556,0.741,4.31e-06,8,0.0894,-4.448,0,0.0983,112.044,4,0.89
762,DNK,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
763,DNK,MOONLIGHT,D1MA,EV1GT&ALT1D,63,2023-03-16,AR,0.714,0.566,197043,0.492,0.0,8,0.325,-8.252,0,0.209,118.987,4,0.557
764,DNK,Midnight Madness,Gilli,Kiko Club,54,2023-11-02,AR,0.83,0.0334,148558,0.795,0.0,10,0.114,-4.854,0,0.124,144.961,4,0.793
765,DNK,Et Sted Herude,Gobs,Et Sted Herude,65,2023-08-25,AR,0.592,0.1,137476,0.855,0.0,9,0.218,-4.305,0,0.293,134.032,4,0.618
766,DNK,Bump (feat. Lamin),TopGunn,DK GOAT,61,2023-10-13,AR,0.845,0.12,170698,0.555,4.27e-06,1,0.0767,-4.54,1,0.273,94.117,4,0.716
767,DNK,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
768,DNK,2 Kanoner,Merro8,2 Kanoner,64,2023-08-25,AR,0.776,0.292,160615,0.707,0.0,9,0.174,-5.43,1,0.104,130.083,4,0.82
769,DNK,Føles Godt (feat. Mekdes),URO,Føles Godt,65,2023-01-13,AR,0.621,0.395,170611,0.684,0.0,0,0.152,-5.944,1,0.0603,80.954,4,0.336
770,DNK,Spinner (feat. Makar),Gilli,Kiko Club,55,2023-11-02,AR,0.683,0.086,205099,0.738,2.79e-06,5,0.556,-6.04,0,0.0798,134.072,4,0.348
771,DNK,Vise Dig Vejen (feat. Benny Jamz),Gilli,Kiko Club,55,2023-11-02,AR,0.75,0.472,157206,0.474,0.0,11,0.171,-7.539,1,0.132,97.306,4,0.663
772,DNK,Ingen Som Os (feat. Benny Jamz & KESI),Gilli,Kiko Club,54,2023-11-02,AR,0.825,0.0282,198140,0.843,2.84e-05,0,0.1,-4.006,0,0.0556,119.978,4,0.583
